datetime,Battery_0 (kW)
2024-04-08T15:00:00Z,0.0006162222222222216
2024-04-08T15:15:00Z,0.0005775555555555553
2024-04-08T15:30:00Z,0.0005562000000000002
2024-04-08T15:45:00Z,0.0005251777777777774
2024-04-08T16:00:00Z,0.0004949111111111112
2024-04-08T16:15:00Z,0.2136905111111111
2024-04-08T16:30:00Z,0.6579746666666657
2024-04-08T16:45:00Z,0.4016621777777775
2024-04-08T17:00:00Z,0.19439248888888877
2024-04-08T17:15:00Z,1.2716441555555553
2024-04-08T17:30:00Z,1.3384591111111108
2024-04-08T17:45:00Z,0.7183079999999996
2024-04-08T18:00:00Z,1.1291388888888885
2024-04-08T18:15:00Z,0.9382364444444444
2024-04-08T18:30:00Z,1.0662322222222214
2024-04-08T18:45:00Z,0.6855035555555555
2024-04-08T19:00:00Z,0.4118878222222223
2024-04-08T19:15:00Z,0.43302295555555526
2024-04-08T19:30:00Z,0.422933688888889
2024-04-08T19:45:00Z,0.39801748888888927
2024-04-08T20:00:00Z,0.3434145333333326
2024-04-08T20:15:00Z,0.39945684444444474
2024-04-08T20:30:00Z,0.3332682888888887
2024-04-08T20:45:00Z,0.30331166666666654
2024-04-08T21:00:00Z,0.28637962222222235
2024-04-08T21:15:00Z,0.28721077777777754
2024-04-08T21:30:00Z,0.3090628000000001
2024-04-08T21:45:00Z,0.28995459999999995
2024-04-08T22:00:00Z,0.29071417777777797
2024-04-08T22:15:00Z,0.28878473333333354
2024-04-08T22:30:00Z,0.2832027555555555
2024-04-08T22:45:00Z,0.31566722222222204
2024-04-08T23:00:00Z,0.2843844000000002
2024-04-08T23:15:00Z,0.24045777777777796
2024-04-08T23:30:00Z,0.2599140666666666
2024-04-08T23:45:00Z,0.26970239999999995
2024-04-09T00:00:00Z,0.28759468888888906
2024-04-09T00:15:00Z,0.28011944444444425
2024-04-09T00:30:00Z,0.24799155555555547
2024-04-09T00:45:00Z,0.2665896
2024-04-09T01:00:00Z,0.0020990793324444424
2024-04-09T01:15:00Z,0.0003040470533333335
2024-04-09T01:30:00Z,0.00029322204311111146
2024-04-09T01:45:00Z,0.00031378344666666675
2024-04-09T02:00:00Z,0.00035406437777777783
2024-04-09T02:15:00Z,0.0002785817713333335
2024-04-09T02:30:00Z,0.00017279358666666663
2024-04-09T02:45:00Z,0.0001632421393333333
2024-04-09T03:00:00Z,0.22278159414444446
2024-04-09T03:15:00Z,0.2639746697038724
2024-04-09T03:30:00Z,0.2677520444444442
2024-04-09T03:45:00Z,0.2967488000000002
2024-04-09T04:00:00Z,0.13117157777777771
2024-04-09T04:15:00Z,0.04665021333333333
2024-04-09T04:30:00Z,0.05323674666666666
2024-04-09T04:45:00Z,0.1036122066666667
2024-04-09T05:00:00Z,0.34303085164835145
2024-04-09T05:15:00Z,0.4172887777777779
2024-04-09T05:30:00Z,0.3486775999999999
2024-04-09T05:45:00Z,0.13427102980000002
2024-04-09T06:00:00Z,0.016429444444444448
2024-04-09T06:15:00Z,0.0001984
2024-04-09T06:30:00Z,0.00020251111111111128
2024-04-09T06:45:00Z,0.00016891111111111108
2024-04-09T07:00:00Z,8.153333333333329e-05
2024-04-09T07:15:00Z,9.731111111111098e-05
2024-04-09T07:30:00Z,0.0002259333333333332
2024-04-09T07:45:00Z,-0.19940591111111117
2024-04-09T08:00:00Z,-0.15953253333333334
2024-04-09T08:15:00Z,-0.12208515555555567
2024-04-09T08:30:00Z,-0.08301804444444442
2024-04-09T08:45:00Z,-0.11297168888888878
2024-04-09T09:00:00Z,-0.34356066666666685
2024-04-09T09:15:00Z,-0.5246273999999999
2024-04-09T09:30:00Z,-0.7516597777777776
2024-04-09T09:45:00Z,-0.9041804444444442
2024-04-09T10:00:00Z,-0.8668666666666665
2024-04-09T10:15:00Z,-0.7529057777777781
2024-04-09T10:30:00Z,-0.49990666666666694
2024-04-09T10:45:00Z,-0.5118267111111109
2024-04-09T11:00:00Z,-2.291004888888888
2024-04-09T11:15:00Z,-2.2890542222222248
2024-04-09T11:30:00Z,-1.78164088888889
2024-04-09T11:45:00Z,-1.257133777777777
2024-04-09T12:00:00Z,-1.065634888888889
2024-04-09T12:15:00Z,-0.9615684444444456
2024-04-09T12:30:00Z,-0.9070856502242155
2024-04-09T12:45:00Z,-1.0043411111111105
2024-04-09T13:00:00Z,-0.6673011111111108
2024-04-09T13:15:00Z,-0.30547693333333337
2024-04-09T13:30:00Z,0.08139060000000001
2024-04-09T13:45:00Z,0.5050465555555558
2024-04-09T14:00:00Z,-0.8774747111111114
2024-04-09T14:15:00Z,-0.3613851111111111
2024-04-09T14:30:00Z,-0.23631831111111135
2024-04-09T14:45:00Z,-0.39901631111111113
2024-04-09T15:00:00Z,0.19838457777777788
2024-04-09T15:15:00Z,0.3003472222222221
2024-04-09T15:30:00Z,0.15466911111111115
2024-04-09T15:45:00Z,-0.40226753333333354
2024-04-09T16:00:00Z,-0.1955465777777778
2024-04-09T16:15:00Z,0.030234333333333356
2024-04-09T16:30:00Z,0.08563313333333332
2024-04-09T16:45:00Z,0.0001042666666666668
2024-04-09T17:00:00Z,-0.0005450666666666667
2024-04-09T17:15:00Z,0.07614724444444441
2024-04-09T17:30:00Z,0.26958431111111136
2024-04-09T17:45:00Z,0.331343888888889
2024-04-09T18:00:00Z,0.34089695555555566
2024-04-09T18:15:00Z,0.3710041111111112
2024-04-09T18:30:00Z,0.5278710444444449
2024-04-09T18:45:00Z,0.5070011333333331
2024-04-09T19:00:00Z,0.43927304444444415
2024-04-09T19:15:00Z,0.455037333333333
