datetime,Battery_0 (kW)
2024-01-01T00:00:00Z,0.0
2024-01-01T00:15:00Z,0.0
2024-01-01T00:30:00Z,0.0
2024-01-01T00:45:00Z,0.0
2024-01-01T01:00:00Z,0.0
2024-01-01T01:15:00Z,0.0
2024-01-01T01:30:00Z,0.0
2024-01-01T01:45:00Z,0.0
2024-01-01T02:00:00Z,0.0
2024-01-01T02:15:00Z,0.0
2024-01-01T02:30:00Z,0.0
2024-01-01T02:45:00Z,0.0
2024-01-01T03:00:00Z,0.0
2024-01-01T03:15:00Z,0.0
2024-01-01T03:30:00Z,0.0
2024-01-01T03:45:00Z,0.0
2024-01-01T04:00:00Z,0.0
2024-01-01T04:15:00Z,0.0
2024-01-01T04:30:00Z,0.0
2024-01-01T04:45:00Z,0.0
2024-01-01T05:00:00Z,0.0
2024-01-01T05:15:00Z,0.0
2024-01-01T05:30:00Z,0.0
2024-01-01T05:45:00Z,0.0
2024-01-01T06:00:00Z,0.0
2024-01-01T06:15:00Z,0.0
2024-01-01T06:30:00Z,0.0
2024-01-01T06:45:00Z,0.0
2024-01-01T07:00:00Z,0.0
2024-01-01T07:15:00Z,0.0
2024-01-01T07:30:00Z,0.0
2024-01-01T07:45:00Z,0.0
2024-01-01T08:00:00Z,0.0
2024-01-01T08:15:00Z,0.0
2024-01-01T08:30:00Z,0.0
2024-01-01T08:45:00Z,-0.0010870338888888894
2024-01-01T09:00:00Z,-0.2836209777777778
2024-01-01T09:15:00Z,-0.026338444444444428
2024-01-01T09:30:00Z,-0.0031939777777777773
2024-01-01T09:45:00Z,-0.003063288888888887
2024-01-01T10:00:00Z,-0.0030218666666666704
2024-01-01T10:15:00Z,-0.0031465111111111097
2024-01-01T10:30:00Z,-0.0030959333333333344
2024-01-01T10:45:00Z,-0.002915777777777775
2024-01-01T11:00:00Z,-0.002783111111111112
2024-01-01T11:15:00Z,-0.002721777777777781
2024-01-01T11:30:00Z,-0.0027889777777777743
2024-01-01T11:45:00Z,-0.0028517555555555574
2024-01-01T12:00:00Z,-0.002934888888888889
2024-01-01T12:15:00Z,-0.0030051111111111107
2024-01-01T12:30:00Z,-0.003112844444444445
2024-01-01T12:45:00Z,-0.0031057777777777763
2024-01-01T13:00:00Z,-0.003175844444444443
2024-01-01T13:15:00Z,-0.003188244444444444
2024-01-01T13:30:00Z,-0.0031738444444444447
2024-01-01T13:45:00Z,-0.0031976444444444434
2024-01-01T14:00:00Z,-0.00326602222222222
2024-01-01T14:15:00Z,-0.003275022222222224
2024-01-01T14:30:00Z,-0.003251333333333334
2024-01-01T14:45:00Z,-0.003277335555555551
2024-01-01T15:00:00Z,-0.00048576
2024-01-01T15:15:00Z,0.0
2024-01-01T15:30:00Z,0.0
2024-01-01T15:45:00Z,0.0
2024-01-01T16:00:00Z,0.0
2024-01-01T16:15:00Z,0.0
2024-01-01T16:30:00Z,0.0
2024-01-01T16:45:00Z,0.0
2024-01-01T17:00:00Z,0.0
2024-01-01T17:15:00Z,0.0
2024-01-01T17:30:00Z,0.0
2024-01-01T17:45:00Z,0.0
2024-01-01T18:00:00Z,0.0
2024-01-01T18:15:00Z,0.0
2024-01-01T18:30:00Z,0.0
2024-01-01T18:45:00Z,0.0
2024-01-01T19:00:00Z,0.0
2024-01-01T19:15:00Z,0.0
2024-01-01T19:30:00Z,-0.18691482768888887
2024-01-01T19:45:00Z,-0.016757200666666666
2024-01-01T20:00:00Z,0.0
2024-01-01T20:15:00Z,0.0
2024-01-01T20:30:00Z,0.0
2024-01-01T20:45:00Z,0.0
2024-01-01T21:00:00Z,0.0
2024-01-01T21:15:00Z,0.0
2024-01-01T21:30:00Z,0.0
2024-01-01T21:45:00Z,0.0
2024-01-01T22:00:00Z,0.0
2024-01-01T22:15:00Z,0.0
2024-01-01T22:30:00Z,0.0
2024-01-01T22:45:00Z,0.0
2024-01-01T23:00:00Z,0.0
2024-01-01T23:15:00Z,0.0
2024-01-01T23:30:00Z,0.0
2024-01-01T23:45:00Z,0.0
2024-01-02T00:00:00Z,0.0
2024-01-02T00:15:00Z,0.0
2024-01-02T00:30:00Z,0.0
2024-01-02T00:45:00Z,0.0
2024-01-02T01:00:00Z,0.0
2024-01-02T01:15:00Z,0.0
2024-01-02T01:30:00Z,0.0
2024-01-02T01:45:00Z,0.0
2024-01-02T02:00:00Z,0.0
2024-01-02T02:15:00Z,0.0
2024-01-02T02:30:00Z,0.0
2024-01-02T02:45:00Z,0.0
2024-01-02T03:00:00Z,0.0
2024-01-02T03:15:00Z,0.0
2024-01-02T03:30:00Z,0.0
2024-01-02T03:45:00Z,0.0
2024-01-02T04:00:00Z,0.0
2024-01-02T04:15:00Z,0.0
2024-01-02T04:30:00Z,0.0
2024-01-02T04:45:00Z,0.0
2024-01-02T05:00:00Z,0.0
2024-01-02T05:15:00Z,0.0
2024-01-02T05:30:00Z,0.0
2024-01-02T05:45:00Z,0.0
2024-01-02T06:00:00Z,0.0
2024-01-02T06:15:00Z,0.0
2024-01-02T06:30:00Z,0.0
2024-01-02T06:45:00Z,0.0
2024-01-02T07:00:00Z,0.0
2024-01-02T07:15:00Z,0.0
2024-01-02T07:30:00Z,0.0
2024-01-02T07:45:00Z,0.0
2024-01-02T08:00:00Z,0.0
2024-01-02T08:15:00Z,0.0
2024-01-02T08:30:00Z,0.0
2024-01-02T08:45:00Z,0.0
2024-01-02T09:00:00Z,-0.2514280286222224
2024-01-02T09:15:00Z,0.00036842222222222253
2024-01-02T09:30:00Z,0.00043053111111111125
2024-01-02T09:45:00Z,0.0004609444444444444
2024-01-02T10:00:00Z,0.0003614177777777778
2024-01-02T10:15:00Z,0.0003631555555555553
2024-01-02T10:30:00Z,0.00044662222222222227
2024-01-02T10:45:00Z,0.0006505555555555561
2024-01-02T11:00:00Z,0.001687326666666667
2024-01-02T11:15:00Z,0.002977151111111107
2024-01-02T11:30:00Z,0.002990553333333332
2024-01-02T11:45:00Z,0.0010821844444444447
2024-01-02T12:00:00Z,-0.0024015020444444453
2024-01-02T12:15:00Z,-0.0037108444444444453
2024-01-02T12:30:00Z,-0.0038122222222222208
2024-01-02T12:45:00Z,-0.003887444444444444
2024-01-02T13:00:00Z,-0.003956944444444445
2024-01-02T13:15:00Z,-0.003991311111111109
2024-01-02T13:30:00Z,-0.004001897777777777
2024-01-02T13:45:00Z,-0.0040123288888888895
2024-01-02T14:00:00Z,-0.00262521777777778
2024-01-02T14:15:00Z,0.0
2024-01-02T14:30:00Z,0.0
2024-01-02T14:45:00Z,0.0
2024-01-02T15:00:00Z,0.0
2024-01-02T15:15:00Z,0.0
2024-01-02T15:30:00Z,
2024-01-02T15:45:00Z,
2024-01-02T16:00:00Z,
2024-01-02T16:15:00Z,
2024-01-02T16:30:00Z,
2024-01-02T16:45:00Z,
2024-01-02T17:00:00Z,
2024-01-02T17:15:00Z,
2024-01-02T17:30:00Z,
2024-01-02T17:45:00Z,
2024-01-02T18:00:00Z,
2024-01-02T18:15:00Z,
2024-01-02T18:30:00Z,
2024-01-02T18:45:00Z,
2024-01-02T19:00:00Z,
2024-01-02T19:15:00Z,
2024-01-02T19:30:00Z,
2024-01-02T19:45:00Z,
2024-01-02T20:00:00Z,
2024-01-02T20:15:00Z,
2024-01-02T20:30:00Z,
2024-01-02T20:45:00Z,
2024-01-02T21:00:00Z,
2024-01-02T21:15:00Z,
2024-01-02T21:30:00Z,
2024-01-02T21:45:00Z,
2024-01-02T22:00:00Z,
2024-01-02T22:15:00Z,
2024-01-02T22:30:00Z,
2024-01-02T22:45:00Z,
2024-01-02T23:00:00Z,
2024-01-02T23:15:00Z,
2024-01-02T23:30:00Z,
2024-01-02T23:45:00Z,
2024-01-03T00:00:00Z,
2024-01-03T00:15:00Z,
2024-01-03T00:30:00Z,
2024-01-03T00:45:00Z,
2024-01-03T01:00:00Z,
2024-01-03T01:15:00Z,
2024-01-03T01:30:00Z,
2024-01-03T01:45:00Z,
2024-01-03T02:00:00Z,
2024-01-03T02:15:00Z,
2024-01-03T02:30:00Z,
2024-01-03T02:45:00Z,
