datetime,Battery_0 (kW)
2024-04-08T15:00:00Z,-0.020444444444444442
2024-04-08T15:15:00Z,-0.01988
2024-04-08T15:30:00Z,-0.020066666666666667
2024-04-08T15:45:00Z,-0.019802120141342756
2024-04-08T16:00:00Z,-0.019171232876712328
2024-04-08T16:15:00Z,0.11947386759581882
2024-04-08T16:30:00Z,0.20444727272727273
2024-04-08T16:45:00Z,0.0291063829787234
2024-04-08T17:00:00Z,2.043629893238434
2024-04-08T17:15:00Z,1.6009608540925266
2024-04-08T17:30:00Z,1.0667153024911031
2024-04-08T17:45:00Z,2.248288256227758
2024-04-08T18:00:00Z,0.6519608540925267
2024-04-08T18:15:00Z,0.8289826989619377
2024-04-08T18:30:00Z,0.6073131672597865
2024-04-08T18:45:00Z,0.42962989323843415
2024-04-08T19:00:00Z,0.39007773851590105
2024-04-08T19:15:00Z,0.4333978873239437
2024-04-08T19:30:00Z,0.41277659574468084
2024-04-08T19:45:00Z,0.40166666666666667
2024-04-08T20:00:00Z,0.38861538461538464
2024-04-08T20:15:00Z,0.3788426573426573
2024-04-08T20:30:00Z,0.3481298245614035
2024-04-08T20:45:00Z,0.34555594405594403
2024-04-08T21:00:00Z,0.3439113475177305
2024-04-08T21:15:00Z,0.36979151943462896
2024-04-08T21:30:00Z,0.3585347222222222
2024-04-08T21:45:00Z,0.3499172661870504
2024-04-08T22:00:00Z,0.3566483516483516
2024-04-08T22:15:00Z,0.34482720588235294
2024-04-08T22:30:00Z,0.3628914728682171
2024-04-08T22:45:00Z,0.3023444444444444
2024-04-08T23:00:00Z,0.24702397260273973
2024-04-08T23:15:00Z,0.26155555555555554
2024-04-08T23:30:00Z,0.26768055555555553
2024-04-08T23:45:00Z,0.30065862068965515
2024-04-09T00:00:00Z,0.2926289752650177
2024-04-09T00:15:00Z,0.2475
2024-04-09T00:30:00Z,0.2853175182481752
2024-04-09T00:45:00Z,0.3662960288808664
2024-04-09T01:00:00Z,0.3832771535580524
2024-04-09T01:15:00Z,0.065
2024-04-09T01:30:00Z,-0.01712589928057554
2024-04-09T01:45:00Z,-0.01718439716312057
2024-04-09T02:00:00Z,-0.01707773851590106
2024-04-09T02:15:00Z,-0.017737410071942447
2024-04-09T02:30:00Z,-0.017184115523465705
2024-04-09T02:45:00Z,-0.0173006993006993
2024-04-09T03:00:00Z,-0.017069204152249134
2024-04-09T03:15:00Z,-0.016836805555555556
2024-04-09T03:30:00Z,-0.016964285714285716
2024-04-09T03:45:00Z,-0.017092198581560282
2024-04-09T04:00:00Z,-0.016854671280276817
2024-04-09T04:15:00Z,-0.017034965034965033
2024-04-09T04:30:00Z,-0.016832740213523132
2024-04-09T04:45:00Z,-0.01909027777777778
2024-04-09T05:00:00Z,-0.01711297071129707
2024-04-09T05:15:00Z,-0.01928865979381443
2024-04-09T05:30:00Z,-0.016810526315789474
2024-04-09T05:45:00Z,-0.03633448275862069
2024-04-09T06:00:00Z,-0.017390845070422534
2024-04-09T06:15:00Z,-0.017283216783216784
2024-04-09T06:30:00Z,-0.05753956834532374
2024-04-09T06:45:00Z,-0.1090989010989011
2024-04-09T07:00:00Z,-0.08645614035087719
2024-04-09T07:15:00Z,-0.20821942446043168
2024-04-09T07:30:00Z,-0.4885791366906475
2024-04-09T07:45:00Z,-0.5518975265017668
2024-04-09T08:00:00Z,-0.5799535714285714
2024-04-09T08:15:00Z,-0.43484375
2024-04-09T08:30:00Z,-0.4245373665480427
